STT,ID Nhà cung cấp,Tên công ty,Email,Điện thoại,Tỷ lệ hoa hồng (%),Số lượng booking,Tổng số tiền cần thanh toán (VND),Ghi chú
1,1,"Vietnam Adventures Co.","supplier@example.com","+84 902345678",15,381,"2,340,818,089,113","Tổng số tiền cần thanh toán cho 381 booking(s)"
2,2,"avdb","customer3@example.com","+84 905678908",15,175,"1,792,454,713","Tổng số tiền cần thanh toán cho 175 booking(s)"
3,3,"Blue Sky Travel Agency","supplier01@example.com","+84 902234001",19.14,131,"1,190,321,664","Tổng số tiền cần thanh toán cho 131 booking(s)"
4,4,"Explore Vietnam Travel","supplier02@example.com","+84 902234002",16.32,142,"1,379,395,346","Tổng số tiền cần thanh toán cho 142 booking(s)"
5,5,"Luxury Travel Experience","supplier03@example.com","+84 902234003",11.59,137,"1,537,090,734","Tổng số tiền cần thanh toán cho 137 booking(s)"
6,6,"Beach Paradise Travel","supplier04@example.com","+84 902234004",15,154,"1,110,160,138","Tổng số tiền cần thanh toán cho 154 booking(s)"
7,7,"Mountain View Tours","supplier05@example.com","+84 902234005",15.06,167,"1,641,234,251","Tổng số tiền cần thanh toán cho 167 booking(s)"
8,8,"Golden Gate Adventures","supplier06@example.com","+84 902234006",13.7,147,"1,561,137,011","Tổng số tiền cần thanh toán cho 147 booking(s)"
9,9,"Beach Paradise Travel","supplier07@example.com","+84 902234007",15.22,134,"1,175,304,292","Tổng số tiền cần thanh toán cho 134 booking(s)"
10,10,"Adventure Tours Co.","supplier08@example.com","+84 902234008",11.16,162,"1,597,516,882","Tổng số tiền cần thanh toán cho 162 booking(s)"
11,11,"Adventure Tours Co.","supplier09@example.com","+84 902234009",15.79,152,"1,617,926,309","Tổng số tiền cần thanh toán cho 152 booking(s)"
12,12,"Luxury Travel Experience","supplier10@example.com","+84 902234010",11.55,163,"1,501,645,723","Tổng số tiền cần thanh toán cho 163 booking(s)"
13,13,"Beach Paradise Travel","supplier11@example.com","+84 902234011",18.54,133,"1,340,757,268","Tổng số tiền cần thanh toán cho 133 booking(s)"
14,14,"Golden Gate Adventures","supplier12@example.com","+84 902234012",18.87,145,"1,557,651,987","Tổng số tiền cần thanh toán cho 145 booking(s)"
15,15,"Ocean Breeze Adventures","supplier13@example.com","+84 902234013",16.8,183,"2,062,837,296","Tổng số tiền cần thanh toán cho 183 booking(s)"
16,16,"Mystic Journey Tours","supplier14@example.com","+84 902234014",14.89,174,"1,794,737,124","Tổng số tiền cần thanh toán cho 174 booking(s)"
17,17,"Beach Paradise Travel","supplier15@example.com","+84 902234015",10.68,168,"1,787,703,625","Tổng số tiền cần thanh toán cho 168 booking(s)"

TỔNG CỘNG,,,,,2848 booking(s),"2,365,465,963,475","Tổng số tiền cần thanh toán cho tất cả nhà cung cấp"

CHI TIẾT TỪNG BOOKING
STT,ID Nhà cung cấp,Tên công ty,Booking ID,Booking Ref,Tổng tiền booking (VND),Số tiền cần thanh toán (VND)
2187,14,"Golden Gate Adventures",577,"BK00000260","9,206,250","7,469,031"
2188,14,"Golden Gate Adventures",2657,"BK00002340","11,983,000","9,721,808"
2189,14,"Golden Gate Adventures",860,"BK00000543","6,939,500","5,630,016"
2190,14,"Golden Gate Adventures",2706,"BK00002389","13,915,500","11,289,645"
2191,14,"Golden Gate Adventures",999,"BK00000682","22,583,000","18,321,588"
2192,14,"Golden Gate Adventures",2727,"BK00002410","12,597,750","10,220,555"
2193,14,"Golden Gate Adventures",3091,"BK00002774","20,073,000","16,285,225"
2194,14,"Golden Gate Adventures",519,"BK00000202","11,983,000","9,721,808"
2195,14,"Golden Gate Adventures",530,"BK00000213","19,062,500","15,465,406"
2196,14,"Golden Gate Adventures",1935,"BK00001618","2,353,500","1,909,395"
2197,14,"Golden Gate Adventures",535,"BK00000218","21,246,250","17,237,083"
2198,14,"Golden Gate Adventures",3090,"BK00002773","21,541,500","17,476,619"
2199,14,"Golden Gate Adventures",807,"BK00000490","31,087,500","25,221,289"
2200,14,"Golden Gate Adventures",3089,"BK00002772","8,548,500","6,935,398"
2201,14,"Golden Gate Adventures",1157,"BK00000840","7,336,500","5,952,102"
2202,14,"Golden Gate Adventures",2349,"BK00002032","5,666,500","4,597,231"
2203,14,"Golden Gate Adventures",2662,"BK00002345","7,711,500","6,256,340"
2204,14,"Golden Gate Adventures",2146,"BK00001829","11,567,250","9,384,510"
2205,14,"Golden Gate Adventures",1701,"BK00001384","4,507,000","3,656,529"
2206,14,"Golden Gate Adventures",2471,"BK00002154","9,414,000","7,637,578"
2207,14,"Golden Gate Adventures",3071,"BK00002754","10,777,000","8,743,380"
2208,14,"Golden Gate Adventures",1005,"BK00000688","15,366,000","12,466,436"
2209,14,"Golden Gate Adventures",2744,"BK00002427","5,523,750","4,481,418"
2210,14,"Golden Gate Adventures",2745,"BK00002428","25,378,000","20,589,171"
2211,14,"Golden Gate Adventures",475,"BK00000158","6,217,500","5,044,258"
2212,14,"Golden Gate Adventures",2719,"BK00002402","18,652,500","15,132,773"
2213,14,"Golden Gate Adventures",1958,"BK00001641","14,186,250","11,509,305"
2214,14,"Golden Gate Adventures",1736,"BK00001419","6,943,000","5,632,856"
2215,14,"Golden Gate Adventures",2914,"BK00002597","7,336,500","5,952,102"
2216,14,"Golden Gate Adventures",2955,"BK00002638","11,567,250","9,384,510"
2217,14,"Golden Gate Adventures",1485,"BK00001168","15,341,000","12,446,153"
2218,14,"Golden Gate Adventures",1738,"BK00001421","7,046,000","5,716,420"
2219,14,"Golden Gate Adventures",3062,"BK00002745","3,196,500","2,593,320"
2220,14,"Golden Gate Adventures",494,"BK00000177","5,348,750","4,339,441"
2221,14,"Golden Gate Adventures",1610,"BK00001293","10,244,000","8,310,957"
2222,14,"Golden Gate Adventures",763,"BK00000446","6,514,500","5,285,214"
2223,14,"Golden Gate Adventures",1901,"BK00001584","17,006,000","13,796,968"
2224,14,"Golden Gate Adventures",810,"BK00000493","21,088,000","17,108,694"
2225,14,"Golden Gate Adventures",926,"BK00000609","5,081,750","4,122,824"
2226,14,"Golden Gate Adventures",1077,"BK00000760","4,634,000","3,759,564"
2227,14,"Golden Gate Adventures",2038,"BK00001721","2,153,500","1,747,135"
2228,14,"Golden Gate Adventures",2208,"BK00001891","8,987,250","7,291,356"
2229,14,"Golden Gate Adventures",622,"BK00000305","12,822,750","10,403,097"
2230,14,"Golden Gate Adventures",2709,"BK00002392","6,939,500","5,630,016"
2231,14,"Golden Gate Adventures",2494,"BK00002177","14,978,750","12,152,260"
2232,14,"Golden Gate Adventures",1124,"BK00000807","10,036,500","8,142,612"
2233,14,"Golden Gate Adventures",856,"BK00000539","13,902,000","11,278,693"
2234,14,"Golden Gate Adventures",1863,"BK00001546","12,754,000","10,347,320"
2235,14,"Golden Gate Adventures",1685,"BK00001368","11,983,000","9,721,808"
2236,14,"Golden Gate Adventures",2883,"BK00002566","5,034,500","4,084,490"
2237,14,"Golden Gate Adventures",2298,"BK00001981","12,435,000","10,088,516"
2238,14,"Golden Gate Adventures",1969,"BK00001652","21,541,500","17,476,619"
2239,14,"Golden Gate Adventures",1227,"BK00000910","19,033,500","15,441,879"
2240,14,"Golden Gate Adventures",2780,"BK00002463","7,365,000","5,975,225"
2241,14,"Golden Gate Adventures",1972,"BK00001655","18,227,500","14,787,971"
2242,14,"Golden Gate Adventures",2782,"BK00002465","4,634,000","3,759,564"
2243,14,"Golden Gate Adventures",2342,"BK00002025","13,890,500","11,269,363"
2244,14,"Golden Gate Adventures",923,"BK00000606","15,054,750","12,213,919"
2245,14,"Golden Gate Adventures",739,"BK00000422","8,807,500","7,145,525"
2246,14,"Golden Gate Adventures",699,"BK00000382","8,398,500","6,813,703"
2247,14,"Golden Gate Adventures",1188,"BK00000871","9,123,000","7,401,490"
2248,14,"Golden Gate Adventures",1662,"BK00001345","15,054,750","12,213,919"
2249,14,"Golden Gate Adventures",2020,"BK00001703","10,409,250","8,445,025"
2250,14,"Golden Gate Adventures",869,"BK00000552","9,123,000","7,401,490"
2251,14,"Golden Gate Adventures",1766,"BK00001449","5,284,500","4,287,315"
2252,14,"Golden Gate Adventures",1017,"BK00000700","9,414,000","7,637,578"
2253,14,"Golden Gate Adventures",2841,"BK00002524","20,873,250","16,934,468"
2254,14,"Golden Gate Adventures",1295,"BK00000978","12,435,000","10,088,516"
2255,14,"Golden Gate Adventures",2397,"BK00002080","1,636,500","1,327,692"
2256,14,"Golden Gate Adventures",1346,"BK00001029","27,831,000","22,579,290"
2257,14,"Golden Gate Adventures",2462,"BK00002145","12,361,500","10,028,885"
2258,14,"Golden Gate Adventures",408,"BK00000091","28,510,000","23,130,163"
2259,14,"Golden Gate Adventures",1460,"BK00001143","7,180,500","5,825,540"
2260,14,"Golden Gate Adventures",2828,"BK00002511","12,361,500","10,028,885"
2261,14,"Golden Gate Adventures",2823,"BK00002506","20,598,250","16,711,360"
2262,14,"Golden Gate Adventures",1246,"BK00000929","2,280,750","1,850,372"
2263,14,"Golden Gate Adventures",1018,"BK00000701","25,378,000","20,589,171"
2264,14,"Golden Gate Adventures",1349,"BK00001032","26,658,750","21,628,244"
2265,14,"Golden Gate Adventures",1688,"BK00001371","15,816,000","12,831,521"
2266,14,"Golden Gate Adventures",410,"BK00000093","15,458,000","12,541,075"
2267,14,"Golden Gate Adventures",941,"BK00000624","8,082,750","6,557,535"
2268,14,"Golden Gate Adventures",829,"BK00000512","7,604,000","6,169,125"
2269,14,"Golden Gate Adventures",2299,"BK00001982","15,995,250","12,976,946"
2270,14,"Golden Gate Adventures",319,"BK00000002","9,557,500","7,754,000"
2271,14,"Golden Gate Adventures",318,"BK00000001","24,870,000","20,177,031"
2272,14,"Golden Gate Adventures",477,"BK00000160","11,403,750","9,251,862"
2273,14,"Golden Gate Adventures",1220,"BK00000903","6,464,500","5,244,649"
2274,14,"Golden Gate Adventures",2200,"BK00001883","10,544,000","8,554,347"
2275,14,"Golden Gate Adventures",2282,"BK00001965","25,378,000","20,589,171"
2276,14,"Golden Gate Adventures",626,"BK00000309","24,723,000","20,057,770"
2277,14,"Golden Gate Adventures",1168,"BK00000851","25,378,000","20,589,171"
2278,14,"Golden Gate Adventures",3182,"BK00002865","6,842,250","5,551,117"
2279,14,"Golden Gate Adventures",785,"BK00000468","27,706,000","22,477,878"
2280,14,"Golden Gate Adventures",2514,"BK00002197","28,722,000","23,302,159"
2281,14,"Golden Gate Adventures",3290,"BK00002973","17,023,750","13,811,368"
2282,14,"Golden Gate Adventures",1798,"BK00001481","12,929,000","10,489,298"
2283,14,"Golden Gate Adventures",1037,"BK00000720","19,062,500","15,465,406"
2284,14,"Golden Gate Adventures",3218,"BK00002901","6,842,250","5,551,117"
2285,14,"Golden Gate Adventures",1435,"BK00001118","10,409,250","8,445,025"
2286,14,"Golden Gate Adventures",2093,"BK00001776","34,788,750","28,224,113"
2287,14,"Golden Gate Adventures",2634,"BK00002317","6,910,500","5,606,489"
2288,14,"Golden Gate Adventures",2713,"BK00002396","21,327,000","17,302,595"
2289,14,"Golden Gate Adventures",1509,"BK00001192","4,897,000","3,972,936"
2290,14,"Golden Gate Adventures",1145,"BK00000828","17,665,000","14,331,615"
2291,14,"Golden Gate Adventures",3241,"BK00002924","3,471,500","2,816,428"
2292,14,"Golden Gate Adventures",2997,"BK00002680","11,404,000","9,252,065"
2293,14,"Golden Gate Adventures",2481,"BK00002164","11,403,750","9,251,862"
2294,14,"Golden Gate Adventures",673,"BK00000356","1,761,500","1,429,105"
2295,14,"Golden Gate Adventures",895,"BK00000578","5,991,500","4,860,904"
2296,14,"Golden Gate Adventures",3284,"BK00002967","14,061,250","11,407,892"
2297,14,"Golden Gate Adventures",3250,"BK00002933","19,347,500","15,696,627"
2298,14,"Golden Gate Adventures",1816,"BK00001499","7,365,000","5,975,225"
2299,14,"Golden Gate Adventures",2536,"BK00002219","25,378,000","20,589,171"
2300,14,"Golden Gate Adventures",578,"BK00000261","6,767,250","5,490,270"
2301,14,"Golden Gate Adventures",339,"BK00000022","17,106,000","13,878,098"
2302,14,"Golden Gate Adventures",487,"BK00000170","21,088,000","17,108,694"
2303,14,"Golden Gate Adventures",975,"BK00000658","12,622,750","10,240,837"
2304,14,"Golden Gate Adventures",1209,"BK00000892","10,036,500","8,142,612"
2305,14,"Golden Gate Adventures",1737,"BK00001420","5,207,250","4,224,642"
2306,14,"Golden Gate Adventures",845,"BK00000528","11,668,500","9,466,654"
2307,14,"Golden Gate Adventures",585,"BK00000268","8,548,500","6,935,398"
2308,14,"Golden Gate Adventures",1207,"BK00000890","18,177,500","14,747,406"
2309,14,"Golden Gate Adventures",3238,"BK00002921","18,865,000","15,305,175"
2310,14,"Golden Gate Adventures",1673,"BK00001356","18,267,250","14,820,220"
2311,14,"Golden Gate Adventures",2167,"BK00001850","20,073,000","16,285,225"
2312,14,"Golden Gate Adventures",2551,"BK00002234","5,207,250","4,224,642"
2313,14,"Golden Gate Adventures",3302,"BK00002985","16,631,000","13,492,730"
2314,14,"Golden Gate Adventures",791,"BK00000474","12,435,000","10,088,516"
2315,14,"Golden Gate Adventures",2647,"BK00002330","12,822,750","10,403,097"
2316,14,"Golden Gate Adventures",2119,"BK00001802","7,625,000","6,186,163"
2317,14,"Golden Gate Adventures",1336,"BK00001019","15,558,000","12,622,205"
2318,14,"Golden Gate Adventures",3205,"BK00002888","9,123,000","7,401,490"
2319,14,"Golden Gate Adventures",3117,"BK00002800","32,197,500","26,121,832"
2320,14,"Golden Gate Adventures",1172,"BK00000855","21,371,250","17,338,495"
2321,14,"Golden Gate Adventures",1203,"BK00000886","12,361,500","10,028,885"
2322,14,"Golden Gate Adventures",2449,"BK00002132","15,970,250","12,956,664"
2323,14,"Golden Gate Adventures",529,"BK00000212","11,567,250","9,384,510"
2324,15,"Ocean Breeze Adventures",2414,"BK00002097","8,256,500","6,869,408"
2325,15,"Ocean Breeze Adventures",1330,"BK00001013","821,750","683,696"
2326,15,"Ocean Breeze Adventures",611,"BK00000294","3,734,250","3,106,896"
2327,15,"Ocean Breeze Adventures",1252,"BK00000935","7,781,500","6,474,208"
2328,15,"Ocean Breeze Adventures",2422,"BK00002105","35,888,750","29,859,440"
2329,15,"Ocean Breeze Adventures",2425,"BK00002108","13,741,000","11,432,512"
2330,15,"Ocean Breeze Adventures",1773,"BK00001456","12,967,500","10,788,960"
2331,15,"Ocean Breeze Adventures",746,"BK00000429","9,561,500","7,955,168"
2332,15,"Ocean Breeze Adventures",2239,"BK00001922","3,325,500","2,766,816"
2333,15,"Ocean Breeze Adventures",2438,"BK00002121","23,980,000","19,951,360"
2334,15,"Ocean Breeze Adventures",932,"BK00000615","25,501,000","21,216,832"
2335,15,"Ocean Breeze Adventures",1238,"BK00000921","12,750,500","10,608,416"
2336,15,"Ocean Breeze Adventures",479,"BK00000162","11,019,000","9,167,808"
2337,15,"Ocean Breeze Adventures",2221,"BK00001904","12,473,000","10,377,536"
2338,15,"Ocean Breeze Adventures",2220,"BK00001903","13,342,500","11,100,960"
2339,15,"Ocean Breeze Adventures",2470,"BK00002153","7,368,500","6,130,592"
2340,15,"Ocean Breeze Adventures",2473,"BK00002156","10,379,250","8,635,536"
2341,15,"Ocean Breeze Adventures",2475,"BK00002158","8,256,500","6,869,408"
2342,15,"Ocean Breeze Adventures",2477,"BK00002160","7,566,750","6,295,536"
2343,15,"Ocean Breeze Adventures",1219,"BK00000902","17,298,750","14,392,560"
2344,15,"Ocean Breeze Adventures",1218,"BK00000901","13,741,000","11,432,512"
2345,15,"Ocean Breeze Adventures",2187,"BK00001870","10,358,500","8,618,272"
2346,15,"Ocean Breeze Adventures",2184,"BK00001867","17,285,250","14,381,328"
2347,15,"Ocean Breeze Adventures",2533,"BK00002216","14,389,500","11,972,064"
2348,15,"Ocean Breeze Adventures",1371,"BK00001054","2,960,250","2,462,928"
2349,15,"Ocean Breeze Adventures",665,"BK00000348","12,152,500","10,110,880"
2350,15,"Ocean Breeze Adventures",2540,"BK00002223","23,905,000","19,888,960"
2351,15,"Ocean Breeze Adventures",2168,"BK00001851","13,829,250","11,505,936"
2352,15,"Ocean Breeze Adventures",2164,"BK00001847","8,661,500","7,206,368"
2353,15,"Ocean Breeze Adventures",929,"BK00000612","3,287,000","2,734,784"
2354,15,"Ocean Breeze Adventures",2560,"BK00002243","7,566,750","6,295,536"
2355,15,"Ocean Breeze Adventures",1374,"BK00001057","1,643,500","1,367,392"
2356,15,"Ocean Breeze Adventures",2153,"BK00001836","14,937,000","12,427,584"
2357,15,"Ocean Breeze Adventures",2149,"BK00001832","25,351,000","21,092,032"
2358,15,"Ocean Breeze Adventures",1379,"BK00001062","23,165,000","19,273,280"
2359,15,"Ocean Breeze Adventures",450,"BK00000133","2,981,500","2,480,608"
2360,15,"Ocean Breeze Adventures",698,"BK00000381","9,169,500","7,629,024"
2361,15,"Ocean Breeze Adventures",2142,"BK00001825","9,753,500","8,114,912"
2362,15,"Ocean Breeze Adventures",2610,"BK00002293","12,134,750","10,096,112"
2363,15,"Ocean Breeze Adventures",2620,"BK00002303","13,741,000","11,432,512"
2364,15,"Ocean Breeze Adventures",1664,"BK00001347","23,670,000","19,693,440"
2365,15,"Ocean Breeze Adventures",2623,"BK00002306","12,226,000","10,172,032"
2366,15,"Ocean Breeze Adventures",1183,"BK00000866","16,513,000","13,738,816"
2367,15,"Ocean Breeze Adventures",2626,"BK00002309","3,435,250","2,858,128"
2368,15,"Ocean Breeze Adventures",1395,"BK00001078","28,779,000","23,944,128"
2369,15,"Ocean Breeze Adventures",658,"BK00000341","11,835,000","9,846,720"
2370,15,"Ocean Breeze Adventures",2632,"BK00002315","28,956,250","24,091,600"
2371,15,"Ocean Breeze Adventures",1409,"BK00001092","9,361,500","7,788,768"
2372,15,"Ocean Breeze Adventures",3200,"BK00002883","9,219,500","7,670,624"
2373,15,"Ocean Breeze Adventures",1171,"BK00000854","4,359,000","3,626,688"
2374,15,"Ocean Breeze Adventures",1169,"BK00000852","12,384,750","10,304,112"
2375,15,"Ocean Breeze Adventures",1415,"BK00001098","23,165,000","19,273,280"
2376,15,"Ocean Breeze Adventures",2677,"BK00002360","21,713,000","18,065,216"
2377,15,"Ocean Breeze Adventures",1671,"BK00001354","15,282,500","12,715,040"
2378,15,"Ocean Breeze Adventures",2689,"BK00002372","23,445,000","19,506,240"
2379,15,"Ocean Breeze Adventures",2692,"BK00002375","3,287,000","2,734,784"
2380,15,"Ocean Breeze Adventures",1432,"BK00001115","18,671,250","15,534,480"
2381,15,"Ocean Breeze Adventures",1149,"BK00000832","4,000,000","3,328,000"
2382,15,"Ocean Breeze Adventures",2072,"BK00001755","11,202,750","9,320,688"
2383,15,"Ocean Breeze Adventures",708,"BK00000391","12,750,500","10,608,416"
2384,15,"Ocean Breeze Adventures",549,"BK00000232","16,898,000","14,059,136"
2385,15,"Ocean Breeze Adventures",3262,"BK00002945","14,041,000","11,682,112"
2386,15,"Ocean Breeze Adventures",2056,"BK00001739","18,266,250","15,197,520"
2387,15,"Ocean Breeze Adventures",2736,"BK00002419","821,750","683,696"
2388,15,"Ocean Breeze Adventures",3261,"BK00002944","3,459,750","2,878,512"
2389,15,"Ocean Breeze Adventures",2044,"BK00001727","19,448,250","16,180,944"
2390,15,"Ocean Breeze Adventures",2754,"BK00002437","7,566,750","6,295,536"
2391,15,"Ocean Breeze Adventures",1131,"BK00000814","12,177,500","10,131,680"
2392,15,"Ocean Breeze Adventures",2760,"BK00002443","18,671,250","15,534,480"
2393,15,"Ocean Breeze Adventures",717,"BK00000400","35,973,750","29,930,160"
2394,15,"Ocean Breeze Adventures",1125,"BK00000808","17,373,750","14,454,960"
2395,15,"Ocean Breeze Adventures",1123,"BK00000806","22,990,000","19,127,680"
2396,15,"Ocean Breeze Adventures",2034,"BK00001717","22,038,000","18,335,616"
2397,15,"Ocean Breeze Adventures",2024,"BK00001707","14,389,500","11,972,064"
2398,15,"Ocean Breeze Adventures",1758,"BK00001441","12,817,250","10,663,952"
2399,15,"Ocean Breeze Adventures",2796,"BK00002479","14,630,250","12,172,368"
2400,15,"Ocean Breeze Adventures",2807,"BK00002490","16,313,000","13,572,416"
2401,15,"Ocean Breeze Adventures",1757,"BK00001440","27,547,500","22,919,520"
2402,15,"Ocean Breeze Adventures",595,"BK00000278","7,705,500","6,410,976"
2403,15,"Ocean Breeze Adventures",1105,"BK00000788","2,217,000","1,844,544"
2404,15,"Ocean Breeze Adventures",2003,"BK00001686","25,896,250","21,545,680"
2405,15,"Ocean Breeze Adventures",601,"BK00000284","12,226,000","10,172,032"
2406,15,"Ocean Breeze Adventures",1692,"BK00001375","7,468,500","6,213,792"
2407,15,"Ocean Breeze Adventures",948,"BK00000631","7,810,000","6,497,920"
2408,15,"Ocean Breeze Adventures",873,"BK00000556","9,561,500","7,955,168"
2409,15,"Ocean Breeze Adventures",1984,"BK00001667","4,434,000","3,689,088"
2410,15,"Ocean Breeze Adventures",2854,"BK00002537","18,014,000","14,987,648"
2411,15,"Ocean Breeze Adventures",2863,"BK00002546","21,533,250","17,915,664"
2412,15,"Ocean Breeze Adventures",1479,"BK00001162","6,570,500","5,466,656"
2413,15,"Ocean Breeze Adventures",2871,"BK00002554","7,981,500","6,640,608"
2414,15,"Ocean Breeze Adventures",2878,"BK00002561","14,389,500","11,972,064"
2415,15,"Ocean Breeze Adventures",876,"BK00000559","10,379,250","8,635,536"
2416,15,"Ocean Breeze Adventures",724,"BK00000407","5,137,000","4,273,984"
2417,15,"Ocean Breeze Adventures",2896,"BK00002579","16,338,000","13,593,216"
2418,15,"Ocean Breeze Adventures",2904,"BK00002587","11,582,500","9,636,640"
2419,15,"Ocean Breeze Adventures",2905,"BK00002588","3,325,500","2,766,816"
2420,15,"Ocean Breeze Adventures",1595,"BK00001278","20,717,000","17,236,544"
2421,15,"Ocean Breeze Adventures",2919,"BK00002602","17,273,000","14,371,136"
2422,15,"Ocean Breeze Adventures",1955,"BK00001638","11,540,000","9,601,280"
2423,15,"Ocean Breeze Adventures",2931,"BK00002614","14,041,000","11,682,112"
2424,15,"Ocean Breeze Adventures",568,"BK00000251","11,482,500","9,553,440"
2425,15,"Ocean Breeze Adventures",1937,"BK00001620","2,465,250","2,051,088"
2426,15,"Ocean Breeze Adventures",1936,"BK00001619","11,019,000","9,167,808"
2427,15,"Ocean Breeze Adventures",1929,"BK00001612","17,373,750","14,454,960"
2428,15,"Ocean Breeze Adventures",1924,"BK00001607","14,355,250","11,943,568"
2429,15,"Ocean Breeze Adventures",2954,"BK00002637","21,584,250","17,958,096"
2430,15,"Ocean Breeze Adventures",1919,"BK00001602","28,779,000","23,944,128"
2431,15,"Ocean Breeze Adventures",2958,"BK00002641","35,973,750","29,930,160"
2432,15,"Ocean Breeze Adventures",2961,"BK00002644","4,651,750","3,870,256"
2433,15,"Ocean Breeze Adventures",637,"BK00000320","9,753,500","8,114,912"
2434,15,"Ocean Breeze Adventures",2971,"BK00002654","10,358,500","8,618,272"
2435,15,"Ocean Breeze Adventures",1511,"BK00001194","14,017,250","11,662,352"
2436,15,"Ocean Breeze Adventures",394,"BK00000077","21,584,250","17,958,096"
2437,15,"Ocean Breeze Adventures",600,"BK00000283","7,710,000","6,414,720"
2438,15,"Ocean Breeze Adventures",804,"BK00000487","2,465,250","2,051,088"
2439,15,"Ocean Breeze Adventures",2988,"BK00002671","4,876,750","4,057,456"
2440,15,"Ocean Breeze Adventures",3001,"BK00002684","14,355,500","11,943,776"
2441,15,"Ocean Breeze Adventures",387,"BK00000070","10,505,750","8,740,784"
2442,15,"Ocean Breeze Adventures",1522,"BK00001205","18,439,000","15,341,248"
2443,15,"Ocean Breeze Adventures",3010,"BK00002693","12,015,000","9,996,480"
2444,15,"Ocean Breeze Adventures",1527,"BK00001210","24,108,750","20,058,480"
2445,15,"Ocean Breeze Adventures",383,"BK00000066","7,468,500","6,213,792"
2446,15,"Ocean Breeze Adventures",3032,"BK00002715","19,273,250","16,035,344"
2447,15,"Ocean Breeze Adventures",3034,"BK00002717","31,876,250","26,521,040"
2448,15,"Ocean Breeze Adventures",3036,"BK00002719","23,047,000","19,175,104"
2449,15,"Ocean Breeze Adventures",738,"BK00000421","12,350,500","10,275,616"
2450,15,"Ocean Breeze Adventures",3056,"BK00002739","23,048,750","19,176,560"
2451,15,"Ocean Breeze Adventures",1861,"BK00001544","17,551,250","14,602,640"
2452,15,"Ocean Breeze Adventures",1747,"BK00001430","35,863,750","29,838,640"
2453,15,"Ocean Breeze Adventures",3077,"BK00002760","19,357,000","16,105,024"
2454,15,"Ocean Breeze Adventures",1001,"BK00000684","13,829,250","11,505,936"
2455,15,"Ocean Breeze Adventures",1859,"BK00001542","16,503,500","13,730,912"
2456,15,"Ocean Breeze Adventures",631,"BK00000314","10,305,750","8,574,384"
2457,15,"Ocean Breeze Adventures",801,"BK00000484","2,465,250","2,051,088"
2458,15,"Ocean Breeze Adventures",1843,"BK00001526","19,507,000","16,229,824"
2459,15,"Ocean Breeze Adventures",3109,"BK00002792","12,750,500","10,608,416"
2460,15,"Ocean Breeze Adventures",990,"BK00000673","7,566,750","6,295,536"
2461,15,"Ocean Breeze Adventures",989,"BK00000672","7,020,500","5,841,056"
2462,15,"Ocean Breeze Adventures",757,"BK00000440","17,373,750","14,454,960"
2463,15,"Ocean Breeze Adventures",3124,"BK00002807","12,384,750","10,304,112"
2464,15,"Ocean Breeze Adventures",1549,"BK00001232","10,674,000","8,880,768"
2465,15,"Ocean Breeze Adventures",583,"BK00000266","16,701,250","13,895,440"
2466,15,"Ocean Breeze Adventures",1712,"BK00001395","2,000,000","1,664,000"
2467,15,"Ocean Breeze Adventures",973,"BK00000656","28,779,000","23,944,128"
2468,15,"Ocean Breeze Adventures",355,"BK00000038","2,000,000","1,664,000"
2469,15,"Ocean Breeze Adventures",1807,"BK00001490","2,668,500","2,220,192"
2470,15,"Ocean Breeze Adventures",3162,"BK00002845","23,065,000","19,190,080"
2471,15,"Ocean Breeze Adventures",909,"BK00000592","17,285,250","14,381,328"
2472,15,"Ocean Breeze Adventures",3169,"BK00002852","18,266,250","15,197,520"
2473,15,"Ocean Breeze Adventures",908,"BK00000591","2,443,500","2,032,992"
2474,15,"Ocean Breeze Adventures",3184,"BK00002867","8,919,500","7,421,024"
2475,15,"Ocean Breeze Adventures",1796,"BK00001479","28,779,000","23,944,128"
2476,15,"Ocean Breeze Adventures",955,"BK00000638","13,342,500","11,100,960"
2477,15,"Ocean Breeze Adventures",1790,"BK00001473","12,673,000","10,543,936"
2478,15,"Ocean Breeze Adventures",954,"BK00000637","2,522,250","2,098,512"
2479,15,"Ocean Breeze Adventures",1788,"BK00001471","5,179,250","4,309,136"
2480,15,"Ocean Breeze Adventures",1719,"BK00001402","12,523,000","10,419,136"
2481,15,"Ocean Breeze Adventures",623,"BK00000306","21,584,250","17,958,096"
2482,15,"Ocean Breeze Adventures",2302,"BK00001985","4,434,000","3,689,088"
2483,15,"Ocean Breeze Adventures",1620,"BK00001303","6,336,500","5,271,968"
2484,15,"Ocean Breeze Adventures",2313,"BK00001996","11,019,000","9,167,808"
2485,15,"Ocean Breeze Adventures",2319,"BK00002002","22,647,000","18,842,304"
2486,15,"Ocean Breeze Adventures",500,"BK00000183","12,015,000","9,996,480"
2487,15,"Ocean Breeze Adventures",1783,"BK00001466","11,019,000","9,167,808"
2488,15,"Ocean Breeze Adventures",506,"BK00000189","2,042,000","1,698,944"
2489,15,"Ocean Breeze Adventures",1628,"BK00001311","21,533,250","17,915,664"
2490,15,"Ocean Breeze Adventures",937,"BK00000620","10,960,000","9,118,720"
2491,15,"Ocean Breeze Adventures",1284,"BK00000967","14,355,500","11,943,776"
2492,15,"Ocean Breeze Adventures",2278,"BK00001961","13,591,000","11,307,712"
